State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,BHOPAL,2002,Whole Year ,Cauliflower,113.0,0.0
Rajasthan,BHARATPUR,2003,Whole Year ,Garlic,3.0,12.0
Uttarakhand,BAGESHWAR,2008,Rabi       ,Other  Rabi pulses,1.0,
West Bengal,COOCHBEHAR,2003,Kharif     ,Small millets,650.0,455.0
Bihar,SAMASTIPUR,2001,Whole Year ,Turmeric,1614.0,1549.0
Uttar Pradesh,JAUNPUR,2012,Rabi       ,Garlic,20.0,104.0
Kerala,WAYANAD,2007,Kharif     ,Other Cereals & Millets,1.0,1.0
Nagaland,DIMAPUR,2012,Kharif     ,Groundnut,140.0,150.0
Uttarakhand,HARIDWAR,2007,Kharif     ,Groundnut,1261.0,1072.0
Uttar Pradesh,AMBEDKAR NAGAR,2006,Rabi       ,Potato,4615.0,53442.0
Madhya Pradesh,DAMOH,2002,Whole Year ,Other Fresh Fruits,99.0,0.0
Telangana ,NALGONDA,2007,Rabi       ,Sunflower,1000.0,2000.0
Andhra Pradesh,KURNOOL,2001,Kharif     ,Maize,785.0,2098.0
Manipur,THOUBAL,2004,Whole Year ,Onion,210.0,450.0
Maharashtra,LATUR,2002,Kharif     ,Other Kharif pulses,2100.0,300.0
Assam,SIVASAGAR,2007,Rabi       ,Rapeseed &Mustard,1619.0,876.0
Haryana,JIND,2011,Whole Year ,Turmeric,1.0,
Madhya Pradesh,DEWAS,2003,Whole Year ,Tomato,68.0,0.0
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Linseed,14.0,5.0
West Bengal,PURULIA,1998,Whole Year ,Coconut ,20.0,310.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Tapioca,186.5,1355.0
Odisha,ANUGUL,2002,Rabi       ,Castor seed,270.0,140.0
Madhya Pradesh,SAGAR,2008,Kharif     ,Ragi,1.0,
Meghalaya,WEST GARO HILLS,1999,Whole Year ,Turmeric,316.0,1580.0
Jammu and Kashmir ,UDHAMPUR,2001,Kharif     ,Horse-gram,213.0,99.0
Punjab,HOSHIARPUR,2004,Rabi       ,Masoor,700.0,300.0
Rajasthan,SIROHI,2002,Whole Year ,Other Fresh Fruits,46.0,0.0
Puducherry,YANAM,2002,Whole Year ,Mango,1.0,8.0
Nagaland,WOKHA,1999,Kharif     ,Jowar,210.0,180.0
Puducherry,PONDICHERRY,2007,Rabi       ,Urad,189.0,123.0
Gujarat,MAHESANA,2003,Kharif     ,Bajra,58000.0,59500.0
Karnataka,TUMKUR,2014,Kharif     ,Sesamum,272.0,27.0
Assam,CHIRANG,2013,Kharif     ,Sesamum,383.0,218.0
Telangana ,KHAMMAM,2002,Whole Year ,Tomato,823.0,3964.0
Tamil Nadu,THIRUVARUR,2006,Whole Year ,Urad,51575.0,22434.0
Tamil Nadu,MADURAI,2002,Whole Year ,Drum Stick,285.0,0.0
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Garlic,755.0,3775.0
West Bengal,MEDINIPUR WEST,2008,Rabi       ,Safflower,79.0,54.0
West Bengal,BARDHAMAN,2003,Rabi       ,Masoor,1206.0,810.0
Andhra Pradesh,SRIKAKULAM,2013,Kharif     ,Cabbage,180.0,1801.0
Tamil Nadu,ERODE,2008,Whole Year ,Garlic,38.0,214.0
Gujarat,KHEDA,2010,Kharif     ,Soyabean,500.0,400.0
Gujarat,JAMNAGAR,1997,Whole Year ,Sesamum,34500.0,21800.0
Punjab,BATHINDA,2004,Rabi       ,Barley,3000.0,9000.0
Kerala,KOTTAYAM,2003,Whole Year ,Bitter Gourd,154.0,0.0
Rajasthan,JHUNJHUNU,2006,Kharif     ,Cotton(lint),381.0,138.0
Telangana ,NIZAMABAD,2010,Whole Year ,Garlic,104.0,114.0
Meghalaya,EAST KHASI HILLS,1998,Kharif     ,Total foodgrain,7741.0,13685.0
Andhra Pradesh,KRISHNA,2012,Rabi       ,Horse-gram,187.0,105.0
Karnataka,BAGALKOT,2013,Kharif     ,Horse-gram,389.0,92.0
Himachal Pradesh,KULLU,2000,Rabi       ,Rapeseed &Mustard,903.0,452.0
Himachal Pradesh,CHAMBA,2006,Kharif     ,Arhar/Tur,45.0,16.0
Jammu and Kashmir ,ANANTNAG,2003,Whole Year ,Beans & Mutter(Vegetable),233.0,356.0
Uttarakhand,PAURI GARHWAL,2000,Whole Year ,Garlic,5.0,7.0
Manipur,BISHNUPUR,1999,Kharif     ,Jute,20.0,40.0
Chandigarh,CHANDIGARH,2006,Rabi       ,Wheat,600.0,2800.0
Sikkim,EAST DISTRICT,2003,Kharif     ,Urad,360.0,200.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Winter     ,Gram,161.0,129.0
Meghalaya,EAST KHASI HILLS,1999,Kharif     ,Dry ginger,405.0,3348.0
Jharkhand,GODDA,2007,Rabi       ,Masoor,823.89,533.0
Karnataka,TUMKUR,2002,Whole Year ,Beans & Mutter(Vegetable),91.0,439.0
Haryana,HISAR,2012,Rabi       ,Barley,6292.0,19000.0
Andhra Pradesh,SRIKAKULAM,2002,Whole Year ,Other Vegetables,742.0,0.0
Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Citrus Fruit,23819.0,136822.0
Madhya Pradesh,KATNI,2013,Whole Year ,Sugarcane,51.0,2150.0
Chhattisgarh,JANJGIR-CHAMPA,2010,Kharif     ,Jute,33.0,
Tripura,DHALAI,2007,Kharif     ,Jute,68.0,525.0
Madhya Pradesh,SHAHDOL,2002,Whole Year ,Tobacco,12.0,7.0
Andhra Pradesh,KURNOOL,2003,Whole Year ,Citrus Fruit,114.0,1918.0
Nagaland,PEREN,2011,Kharif     ,Sweet potato,80.0,670.0
Maharashtra,HINGOLI,2001,Rabi       ,Safflower,22000.0,8400.0
Karnataka,MANDYA,2010,Kharif     ,Potato,86.0,653.0
Jharkhand,GARHWA,2004,Rabi       ,Gram,2856.42,1816.68
Nagaland,WOKHA,2014,Rabi       ,Lentil,190.0,150.0
Karnataka,BENGALURU URBAN,2007,Whole Year ,Arecanut,326.0,2196.0
Tamil Nadu,KANCHIPURAM,2002,Whole Year ,Ribed Guard,14.0,0.0
Gujarat,VALSAD,2001,Whole Year ,Dry chillies,500.0,500.0
Manipur,CHANDEL,2004,Kharif     ,Soyabean,200.0,240.0
Gujarat,VADODARA,2007,Kharif     ,Other Kharif pulses,400.0,300.0
Meghalaya,WEST KHASI HILLS,2009,Whole Year ,Black pepper,104.0,68.0
Uttarakhand,TEHRI GARHWAL,2007,Whole Year ,Tobacco,2.0,6.0
Andhra Pradesh,VISAKHAPATANAM,2000,Kharif     ,Small millets,23797.0,10403.0
Madhya Pradesh,DINDORI,2000,Kharif     ,Niger seed,27629.0,3395.0
Tamil Nadu,THE NILGIRIS,1999,Kharif     ,Korra,37.0,23.0
Nagaland,MOKOKCHUNG,2014,Kharif     ,Groundnut,130.0,140.0
Tamil Nadu,ERODE,2002,Whole Year ,Orange,43.0,66.0
Madhya Pradesh,SIDHI,2007,Whole Year ,Banana,3.0,66.0
Uttar Pradesh,KANPUR NAGAR,2000,Kharif     ,Castor seed,1.0,1.0
Andhra Pradesh,VIZIANAGARAM,2002,Whole Year ,Orange,49.0,879.0
Puducherry,PONDICHERRY,2013,Rabi       ,Other  Rabi pulses,50.0,46.0
Rajasthan,SIKAR,2000,Whole Year ,Tobacco,23.0,23.0
Goa,SOUTH GOA,2014,Whole Year ,Pineapple,105.0,1737.0
Telangana ,NALGONDA,2006,Kharif     ,Castor seed,46492.0,16691.0
Himachal Pradesh,SHIMLA,2007,Kharif     ,Arhar/Tur,27.0,9.0
Tamil Nadu,TIRUVANNAMALAI,2002,Whole Year ,Beans & Mutter(Vegetable),168.0,0.0
Telangana ,WARANGAL,1999,Whole Year ,Onion,328.0,6239.0
Telangana ,MEDAK,2000,Rabi       ,Maize,2223.0,10210.0
Puducherry,PONDICHERRY,2004,Whole Year ,Banana,270.0,9450.0
Haryana,JHAJJAR,1999,Kharif     ,Jowar,26997.0,5000.0
Meghalaya,WEST GARO HILLS,2003,Whole Year ,Potato,437.0,3330.0
Bihar,PATNA,2005,Summer     ,Moong(Green Gram),52.0,30.0
Andhra Pradesh,KRISHNA,2012,Kharif     ,Cabbage,43.0,1132.0
Rajasthan,BHARATPUR,2000,Kharif     ,Small millets,4.0,0.1
Haryana,YAMUNANAGAR,2008,Whole Year ,Coriander,7.0,
Uttar Pradesh,AURAIYA,2007,Rabi       ,Masoor,5.0,3.0
Bihar,PATNA,2003,Rabi       ,Peas & beans (Pulses),2160.0,1827.0
Madhya Pradesh,UMARIA,2000,Whole Year ,Coriander,27.0,8.0
Himachal Pradesh,LAHUL AND SPITI,2004,Kharif     ,Maize,64.0,136.0
West Bengal,DINAJPUR UTTAR,2014,Whole Year ,Sugarcane,425.0,45481.0
Kerala,THIRUVANANTHAPURAM,2001,Whole Year ,Cardamom,4.0,
Bihar,PASHCHIM CHAMPARAN,2008,Whole Year ,Onion,1224.0,9878.0
Odisha,JHARSUGUDA,1999,Kharif     ,Turmeric,180.0,420.0
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Other  Rabi pulses,5.0,1.0
Tamil Nadu,TIRUPPUR,2011,Kharif     ,Maize,15024.0,122335.0
Nagaland,TUENSANG,2011,Rabi       ,Linseed,360.0,290.0
Madhya Pradesh,SHIVPURI,2002,Whole Year ,Other Fresh Fruits,42.0,0.0
Gujarat,PATAN,2010,Kharif     ,Jowar,300.0,300.0
Arunachal Pradesh,EAST SIANG,2014,Kharif     ,Rice,16120.0,27463.0
Puducherry,PONDICHERRY,2008,Kharif     ,Bajra,34.0,58.0
Chandigarh,CHANDIGARH,2005,Whole Year ,Onion,5.0,85.0
Arunachal Pradesh,TAWANG,1998,Rabi       ,Groundnut,7.0,5.0
Maharashtra,SOLAPUR,2012,Rabi       ,Rapeseed &Mustard,1000.0,200.0
Tripura,GOMATI,2013,Rabi       ,Wheat,4.0,8.0
Rajasthan,BHARATPUR,1999,Rabi       ,Wheat,141989.0,541411.0
Sikkim,SOUTH DISTRICT,2002,Whole Year ,Potato,780.0,6980.0
Rajasthan,PALI,2008,Kharif     ,Jowar,99208.0,34714.0
Himachal Pradesh,KINNAUR,2005,Kharif     ,Small millets,1551.0,637.0
Andhra Pradesh,WEST GODAVARI,2006,Rabi       ,Sesamum,742.0,147.0
Rajasthan,TONK,2010,Kharif     ,Jowar,81399.0,46447.0
Maharashtra,HINGOLI,2005,Kharif     ,Soyabean,139500.0,180800.0
Maharashtra,BULDHANA,2005,Kharif     ,Sesamum,5500.0,1500.0
Tripura,GOMATI,2012,Rabi       ,Gram,24.0,21.0
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Dry chillies,240.0,192.0
Nagaland,TUENSANG,2009,Kharif     ,Moong(Green Gram),40.0,40.0
Rajasthan,AJMER,2009,Kharif     ,Soyabean,21.0,25.0
Nagaland,MOKOKCHUNG,2010,Kharif     ,Mesta,60.0,120.0
Rajasthan,KOTA,2000,Kharif     ,Other Kharif pulses,5.0,1.0
Meghalaya,WEST GARO HILLS,1999,Whole Year ,Arecanut,2424.0,3384.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Coconut ,14358.0,59370000.0
Chhattisgarh,SURGUJA,2004,Whole Year ,Garlic,529.0,1363.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Sweet potato,18.0,86.0
Madhya Pradesh,DATIA,2012,Kharif     ,Mesta,15.0,5.0
Maharashtra,GADCHIROLI,2007,Rabi       ,Sesamum,19.0,5.0
Madhya Pradesh,MANDLA,2003,Whole Year ,Mango,25.0,0.0
Nagaland,MOKOKCHUNG,2001,Kharif     ,Sunflower,90.0,90.0
Tripura,DHALAI,2014,Kharif     ,Other Kharif pulses,235.0,149.0
Jammu and Kashmir ,DODA,2000,Rabi       ,Gram,258.0,30.0
Kerala,KOZHIKODE,2011,Whole Year ,Cardamom,220.0,1.0
West Bengal,MEDINIPUR WEST,2013,Rabi       ,Other  Rabi pulses,85.0,35.0
Karnataka,CHIKMAGALUR,2003,Whole Year ,Beans & Mutter(Vegetable),2282.0,15472.0
West Bengal,MEDINIPUR EAST,2004,Whole Year ,Sesamum,657.0,489.0
Kerala,KANNUR,2013,Whole Year ,Blackgram,246.0,
Bihar,MADHUBANI,2006,Rabi       ,Wheat,82150.0,131494.0
Andhra Pradesh,KADAPA,2014,Kharif     ,Maize,408.0,1336.0
Karnataka,KOLAR,2013,Rabi       ,Horse-gram,11780.0,9826.0
Andhra Pradesh,PRAKASAM,1997,Rabi       ,Varagu,2100.0,1300.0
Puducherry,PONDICHERRY,2002,Kharif     ,Cotton(lint),121.0,641.0
Assam,SONITPUR,2011,Autumn     ,Paddy,26281.0,38519.0
Chhattisgarh,DHAMTARI,2001,Kharif     ,Ragi,312.0,111.0
Nagaland,KOHIMA,2008,Kharif     ,Sesamum,590.0,350.0
West Bengal,MALDAH,1999,Whole Year ,Tobacco,938.0,628.0
West Bengal,COOCHBEHAR,2003,Kharif     ,Niger seed,4730.0,3311.0
Odisha,GANJAM,2002,Rabi       ,Rapeseed &Mustard,31.0,0.9
Himachal Pradesh,KANGRA,2007,Kharif     ,Moth,6.0,2.0
Odisha,KALAHANDI,2012,Winter     ,Sesamum,363.0,53.0
Rajasthan,NAGAUR,2003,Whole Year ,Water Melon,42.0,0.0
Chhattisgarh,BASTAR,2007,Kharif     ,Sunflower,35.0,8.0
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Grapes,23.0,417.0
Assam,KARIMGANJ,2005,Whole Year ,Sugarcane,450.0,15044.0
Uttarakhand,CHAMPAWAT,2001,Kharif     ,Moth,4.0,1.0
Assam,MARIGAON,2011,Rabi       ,Linseed,395.0,206.0
Tamil Nadu,ERODE,2002,Whole Year ,Beans & Mutter(Vegetable),93.0,0.0
Telangana ,KARIMNAGAR,2009,Kharif     ,Cotton(lint),199553.0,461320.0
Gujarat,KHEDA,2003,Rabi       ,Rapeseed &Mustard,3000.0,4400.0
Rajasthan,BHARATPUR,1998,Kharif     ,Sesamum,4283.0,314.0
Telangana ,RANGAREDDI,1999,Rabi       ,Safflower,3427.0,1131.0
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Tapioca,16469.0,662169.0
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Ragi,797.0,1286.0
Nagaland,TUENSANG,2008,Kharif     ,Cardamom,60.0,10.0
Rajasthan,GANGANAGAR,2002,Whole Year ,Pome Fruit,42.0,0.0
Assam,UDALGURI,2009,Kharif     ,Niger seed,250.0,129.0
Chhattisgarh,SURGUJA,2002,Rabi       ,Safflower,1.0,
Andhra Pradesh,KADAPA,2014,Kharif     ,Grapes,1.0,23.0
Gujarat,JUNAGADH,2010,Whole Year ,Onion,4600.0,131400.0
Jammu and Kashmir ,KATHUA,2014,Kharif     ,Tobacco,1.0,0.4
Tamil Nadu,CUDDALORE,2003,Kharif     ,Korra,15.0,19.0
Nagaland,ZUNHEBOTO,2014,Rabi       ,Oilseeds total,2390.0,2350.0
Meghalaya,WEST KHASI HILLS,2013,Winter     ,Rice,5975.0,10184.0
Chhattisgarh,KONDAGAON,2011,Kharif     ,Rice,99670.0,105332.0
Madhya Pradesh,SHAJAPUR,2009,Whole Year ,Groundnut,1507.0,1403.0
Uttarakhand,CHAMPAWAT,2014,Whole Year ,Total foodgrain,23287.0,31919.0
Chhattisgarh,RAJNANDGAON,2011,Rabi       ,Barley,71.0,90.0
West Bengal,JALPAIGURI,2003,Whole Year ,Tobacco,511.0,347.0
Chhattisgarh,MAHASAMUND,2003,Rabi       ,other misc. pulses,41.0,0.01
Sikkim,NORTH DISTRICT,2003,Whole Year ,Potato,310.0,1320.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Sugarcane,145.26,1560.0
Nagaland,MON,2013,Kharif     ,Bean,210.0,280.0
Karnataka,MANDYA,2014,Whole Year ,Sweet potato,444.0,5959.0
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year ,Other Fresh Fruits,27.0,0.0
Madhya Pradesh,SEONI,2009,Kharif     ,Horse-gram,7.0,3.0
Nagaland,PHEK,2014,Kharif     ,Horse-gram,50.0,60.0
Himachal Pradesh,KULLU,2002,Kharif     ,Masoor,95.0,15.0
Andhra Pradesh,GUNTUR,2014,Kharif     ,Tomato,462.0,6642.0
Sikkim,EAST DISTRICT,2014,Kharif     ,Other Kharif pulses,470.0,450.0
Jharkhand,GIRIDIH,2006,Autumn     ,Maize,5922.05,5887.0
Uttar Pradesh,KANNAUJ,1999,Rabi       ,Barley,1557.0,4031.0
Uttarakhand,UDAM SINGH NAGAR,2001,Kharif     ,Bajra,7.0,9.0
Tripura,NORTH TRIPURA,2010,Rabi       ,Wheat,55.0,116.0
Madhya Pradesh,VIDISHA,1997,Kharif     ,Groundnut,500.0,600.0
Rajasthan,DAUSA,2003,Whole Year ,Guar seed,15990.0,
Manipur,THOUBAL,2003,Whole Year ,Sweet potato,5.0,33.0
Karnataka,SHIMOGA,2009,Rabi       ,Safflower,3.0,2.0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tomato,5294.0,101955.0
Himachal Pradesh,KINNAUR,2001,Kharif     ,Maize,387.0,987.0
West Bengal,PURULIA,1999,Kharif     ,Arhar/Tur,1317.0,648.0
Madhya Pradesh,PANNA,2001,Kharif     ,Other Kharif pulses,4747.0,1457.0
West Bengal,MURSHIDABAD,1997,Kharif     ,Other Kharif pulses,750.0,450.0
Nagaland,MOKOKCHUNG,2008,Kharif     ,Turmeric,30.0,120.0
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Ragi,430.0,448.0
Chhattisgarh,KORBA,2010,Whole Year ,Coriander,9.0,3.0
Karnataka,SHIMOGA,2013,Kharif     ,Arhar/Tur,252.0,231.0
Puducherry,MAHE,2009,Kharif     ,Banana,23.0,297.0
Himachal Pradesh,MANDI,2010,Kharif     ,Ginger,110.0,825.0
Uttarakhand,DEHRADUN,2014,Rabi       ,other oilseeds,395.0,185.0
Telangana ,KHAMMAM,2005,Kharif     ,Cotton(lint),109752.0,220150.0
West Bengal,DINAJPUR UTTAR,2006,Kharif     ,Urad,1905.0,1135.0
Kerala,IDUKKI,2001,Whole Year ,Tea,24792.0,46439.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Papaya,23.0,2089.0
Assam,DHEMAJI,2006,Whole Year ,Sweet potato,106.0,326.0
Assam,KARIMGANJ,2008,Rabi       ,Blackgram,29.0,17.0
Odisha,DEOGARH,2005,Winter     ,Urad,59.0,20.1
Karnataka,BELLARY,2002,Rabi       ,Bajra,271.0,215.0
Odisha,SAMBALPUR,1999,Whole Year ,Sannhamp,50.0,140.0
West Bengal,NADIA,2012,Rabi       ,Peas & beans (Pulses),6811.0,7057.0
Himachal Pradesh,MANDI,2008,Kharif     ,Moth,1.0,
Odisha,SUNDARGARH,2002,Kharif     ,Bajra,40.0,30.0
Rajasthan,UDAIPUR,2000,Whole Year ,Sannhamp,455.0,156.0
Tamil Nadu,THENI,2003,Whole Year ,Black pepper,63.0,16.0
Karnataka,MYSORE,1997,Whole Year ,Turmeric,2316.0,15147.0
Rajasthan,KARAULI,2004,Kharif     ,Arhar/Tur,252.0,264.0
Andhra Pradesh,GUNTUR,2003,Whole Year ,Orange,959.0,14549.0
Bihar,MADHUBANI,2014,Rabi       ,Maize,212.0,600.0
Nagaland,DIMAPUR,2014,Rabi       ,Potato,750.0,7640.0
Haryana,KURUKSHETRA,2000,Whole Year ,Turmeric,4.0,0.0
Tripura,SOUTH TRIPURA,2010,Rabi       ,Wheat,45.0,94.0
Haryana,FATEHABAD,2007,Kharif     ,Castor seed,147.0,100.0
Kerala,KASARAGOD,2002,Whole Year ,Brinjal,10.0,0.0
Telangana ,NIZAMABAD,2009,Rabi       ,Sesamum,1765.0,582.0
Nagaland,MON,2005,Rabi       ,Other  Rabi pulses,500.0,670.0
Rajasthan,PALI,2010,Rabi       ,Linseed,8.0,8.0
Tamil Nadu,ERODE,2003,Whole Year ,Yam,330.0,0.0
Himachal Pradesh,BILASPUR,2002,Kharif     ,Horse-gram,32.0,9.0
Manipur,BISHNUPUR,1998,Summer     ,Onion,30.0,70.0
Telangana ,NALGONDA,2003,Kharif     ,Korra,3.0,2.0
Bihar,SITAMARHI,2002,Whole Year ,Potato,3180.0,40658.0
Odisha,KORAPUT,2000,Rabi       ,Castor seed,1750.0,530.0
Andhra Pradesh,KURNOOL,2011,Rabi       ,Cowpea(Lobia),12.0,10.0
Jharkhand,GUMLA,2007,Autumn     ,Rice,36101.68,32684.0
Chhattisgarh,RAIGARH,2007,Rabi       ,Potato,924.0,4495.0
Gujarat,DOHAD,2011,Kharif     ,Maize,116900.0,141100.0
Chhattisgarh,DANTEWADA,2011,Kharif     ,Jute,2.0,
Meghalaya,RI BHOI,1997,Whole Year ,Oilseeds total,75.0,55.0
Mizoram,AIZAWL,2003,Kharif     ,Peas & beans (Pulses),15.0,13.0
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Guar seed,36.0,29.0
Meghalaya,WEST GARO HILLS,2004,Kharif     ,Castor seed,19.0,11.0
Uttarakhand,UDAM SINGH NAGAR,2014,Kharif     ,Soyabean,643.0,592.0
Manipur,IMPHAL WEST,2003,Whole Year ,Cauliflower,218.0,1875.0
Karnataka,DAVANGERE,2005,Kharif     ,Arhar/Tur,5023.0,3202.0
Tamil Nadu,THANJAVUR,2003,Whole Year ,Mango,777.0,3228.0
Manipur,TAMENGLONG,2000,Kharif     ,Other Kharif pulses,10.0,10.0
Tripura,SOUTH TRIPURA,2002,Whole Year ,Jute & mesta,930.0,7440.0
Telangana ,NIZAMABAD,2008,Kharif     ,Groundnut,73.0,63.0
Goa,NORTH GOA,2014,Kharif     ,Rice,14385.0,40962.0
Andhra Pradesh,EAST GODAVARI,2008,Kharif     ,Mesta,33.0,262.0
Manipur,THOUBAL,2003,Whole Year ,Jack Fruit,40.0,183.0
Kerala,KOTTAYAM,2003,Whole Year ,Jack Fruit,4399.0,18.0
Sikkim,WEST DISTRICT,2003,Kharif     ,Urad,1700.0,1290.0
Jammu and Kashmir ,BADGAM,2007,Kharif     ,Onion,45.0,36.2
Gujarat,SURAT,2008,Rabi       ,Other  Rabi pulses,300.0,200.0
Sikkim,EAST DISTRICT,2003,Whole Year ,Other Vegetables,2970.0,14480.0
Meghalaya,SOUTH GARO HILLS,2010,Whole Year ,Cashewnut,3692.0,3581.0
Karnataka,GULBARGA,2013,Kharif     ,Other Kharif pulses,414.0,232.0
Tamil Nadu,THANJAVUR,2002,Whole Year ,Drum Stick,8.0,0.0
Madhya Pradesh,SEONI,2004,Rabi       ,Rapeseed &Mustard,1216.0,811.0
Meghalaya,EAST KHASI HILLS,2008,Rabi       ,Rapeseed &Mustard,64.0,36.0
Kerala,PATHANAMTHITTA,2014,Whole Year ,Sugarcane,5.3,53.0
Manipur,IMPHAL WEST,2003,Whole Year ,Sweet potato,15.0,99.0
Punjab,BATHINDA,2002,Kharif     ,Maize,1000.0,2000.0
Bihar,MUZAFFARPUR,2005,Kharif     ,Ragi,473.0,187.0
Assam,DHUBRI,2013,Rabi       ,Ginger,101.0,877.0
Karnataka,UTTAR KANNAD,2005,Whole Year ,Sweet potato,33.0,209.0
Gujarat,GANDHINAGAR,2001,Rabi       ,Wheat,7700.0,26100.0
Uttarakhand,BAGESHWAR,2004,Kharif     ,Ragi,6261.0,7736.0
Bihar,PASHCHIM CHAMPARAN,2005,Whole Year ,Dry chillies,520.0,993.0
Gujarat,NAVSARI,2006,Whole Year ,Sugarcane,30500.0,2238000.0
Telangana ,NALGONDA,2004,Rabi       ,Gram,530.0,466.0
Karnataka,BELGAUM,2011,Rabi       ,Rapeseed &Mustard,489.0,140.0
Puducherry,PONDICHERRY,2000,Rabi       ,Rapeseed &Mustard,48.0,384.0
Haryana,SONIPAT,2010,Whole Year ,Sannhamp,24.0,
Arunachal Pradesh,KURUNG KUMEY,2002,Kharif     ,Small millets,500.0,540.0
Odisha,PURI,1999,Rabi       ,Ragi,260.0,160.0
Punjab,FIROZEPUR,2008,Rabi       ,Rapeseed &Mustard,4000.0,7000.0
Uttarakhand,UDAM SINGH NAGAR,2014,Summer     ,Maize,23.0,55.0
Tamil Nadu,RAMANATHAPURAM,1999,Whole Year ,Cashewnut,120.0,35.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Kharif     ,Coconut ,195.0,48750.0
Telangana ,WARANGAL,1997,Kharif     ,Groundnut,29500.0,20500.0
Himachal Pradesh,SIRMAUR,2002,Kharif     ,Soyabean,70.0,103.0
Tamil Nadu,SALEM,2000,Kharif     ,Ragi,16057.0,28779.0
Puducherry,PONDICHERRY,2013,Rabi       ,Groundnut,320.0,800.0
Bihar,SITAMARHI,2005,Whole Year ,Sweet potato,333.0,5427.0
Telangana ,ADILABAD,2006,Whole Year ,Sweet potato,14.0,126.0
Tamil Nadu,TIRUNELVELI,2002,Whole Year ,Pome Fruit,351.0,1836.0
Odisha,NUAPADA,2002,Whole Year ,Dry chillies,2820.0,2230.0
Assam,KAMRUP,2002,Whole Year ,Tobacco,238.0,87.0
Uttar Pradesh,PILIBHIT,2001,Rabi       ,Masoor,5505.0,3496.0
Karnataka,MYSORE,2013,Rabi       ,Other  Rabi pulses,3953.0,3151.0
Telangana ,ADILABAD,2003,Whole Year ,Citrus Fruit,128.0,686.0
Telangana ,WARANGAL,2013,Kharif     ,Cowpea(Lobia),200.0,96.0
Telangana ,NIZAMABAD,2006,Whole Year ,Dry ginger,24.0,126.0
Manipur,CHANDEL,2007,Kharif     ,Soyabean,20.0,20.0
Telangana ,NIZAMABAD,2002,Kharif     ,Ragi,10.0,12.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Cashewnut,80.0,54.0
Gujarat,ANAND,2007,Kharif     ,Sesamum,1100.0,400.0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Beet Root,33.0,0.0
Telangana ,RANGAREDDI,2000,Rabi       ,Ragi,358.0,620.0
Assam,CACHAR,2003,Rabi       ,other misc. pulses,2555.0,1155.0
Himachal Pradesh,KULLU,2006,Kharif     ,Other Kharif pulses,1151.0,479.0
Madhya Pradesh,RAJGARH,2010,Whole Year ,Potato,1090.0,12196.0
Tamil Nadu,THENI,2002,Whole Year ,Cabbage,79.0,4637.0
Chhattisgarh,SURGUJA,2008,Whole Year ,Sugarcane,1956.0,5656.0
Haryana,ROHTAK,2002,Whole Year ,Other Vegetables,930.0,8800.0
Maharashtra,AKOLA,2003,Whole Year ,Onion,385.0,9180.0
Uttarakhand,PITHORAGARH,2009,Kharif     ,Soyabean,928.0,1338.0
Madhya Pradesh,SEONI,2006,Kharif     ,Jute,321.0,678.0
Madhya Pradesh,HOSHANGABAD,2007,Kharif     ,Jowar,1000.0,1221.0
Rajasthan,HANUMANGARH,2003,Whole Year ,Oilseeds total,436.0,0.0
Kerala,IDUKKI,2013,Whole Year ,Mango,5642.0,49346.0
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Arecanut,1261.0,1525.0
Tripura,KHOWAI,2014,Rabi       ,Rapeseed &Mustard,752.0,633.0
Maharashtra,BEED,1999,Kharif     ,Bajra,181500.0,124300.0
Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Sugarcane,440.0,16650.0
Sikkim,SOUTH DISTRICT,2011,Rabi       ,Rapeseed &Mustard,1460.0,1190.0
Andhra Pradesh,EAST GODAVARI,2008,Rabi       ,Urad,31934.0,8526.0
Assam,KAMRUP,2007,Whole Year ,Black pepper,76.0,115.0
Chhattisgarh,DANTEWADA,2004,Rabi       ,Rapeseed &Mustard,2380.0,894.0
